id,10_a_please_judge_whether_this_sentence_is_prorussia,10_b_please_judge_whether_this_sentence_is_prowest,11_a_please_judge_whether_this_sentence_is_prorussia,11_b_please_judge_whether_this_sentence_is_prowest,12_a_please_judge_whether_this_sentence_is_prorussia,12_b_please_judge_whether_this_sentence_is_prowest,13_a_please_judge_whether_this_sentence_is_prorussia,13_b_please_judge_whether_this_sentence_is_prowest,14_a_please_judge_whether_this_sentence_is_prorussia,14_b_please_judge_whether_this_sentence_is_prowest,15_a_please_judge_whether_this_sentence_is_prorussia,15_b_please_judge_whether_this_sentence_is_prowest,16_a_please_judge_whether_this_sentence_is_prorussia,16_b_please_judge_whether_this_sentence_is_prowest,17_a_please_judge_whether_this_sentence_is_prorussia,17_b_please_judge_whether_this_sentence_is_prowest,1_a_please_judge_whether_this_sentence_is_prorussia,1_b_please_judge_whether_this_sentence_is_prowest,2_a_please_judge_whether_this_sentence_is_prorussia,2_b_please_judge_whether_this_sentence_is_prowest,3_a_please_judge_whether_this_sentence_is_prorussia,3_b_please_judge_whether_this_sentence_is_prowest,4_a_please_judge_whether_this_sentence_is_prorussia,4_b_please_judge_whether_this_sentence_is_prowest,5_a_please_judge_whether_this_sentence_is_prorussia,5_b_please_judge_whether_this_sentence_is_prowest,6_a_please_judge_whether_this_sentence_is_prorussia,6_b_please_judge_whether_this_sentence_is_prowest,7_a_please_judge_whether_this_sentence_is_prorussia,7_b_please_judge_whether_this_sentence_is_prowest,8_a_please_judge_whether_this_sentence_is_prorussia,8_b_please_judge_whether_this_sentence_is_prowest,9_a_please_judge_whether_this_sentence_is_prorussia,9_b_please_judge_whether_this_sentence_is_prowest,article_id,event,sent_0,sent_1,sent_10,sent_11,sent_12,sent_13,sent_14,sent_15,sent_2,sent_3,sent_4,sent_5,sent_6,sent_7,sent_8,sent_9,title,_unit_id,_created_at,_golden,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip
5547664819,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_1894,2014 Ukrainian Presidential Election,"The voter turnout in the early presidential election in Ukraine was over 60 percent, said Mykhailo Okhendovskyi, the head of the Central Election Commission.","Voting data has already been obtained from 188 constituencies out of the total 189 where the voting took place, he said at a briefing on Monday.",,,,,,,"""Already one can say that the turnout was over 60 percent,"" Okhendovskyi said.","One district election commission does not have the opportunity to give information to the Elections system, the official said.","We can talk about the final results on voter turnout after the original protocols are obtained from all the polling stations, Okhendovskyi said","According to the data from the elections information analogue system shown on a screen at the CEC press center, the voter turnout was 60.29 percent according to the information from 188 constituencies, an Interfax correspondent said.","The highest turnout was in the Lviv (78.2 percent), Ternopil (76.63 percent) and Ivano-Frankivsk (73.95 percent) regions.","The lowest one was registered in the Donetsk (15.37 percent), Luhansk (38.94 percent) and Odesa (46.01 percent) regions.",,,Ukrainian presidential election turnout tops 60 percent - chief election official,2701794370,3/31/2020 08:55:29,false,,3/31/2020 08:55:18,false,feca,0.3333,45694051,VEN,13,Barquisimeto,200.84.0.215
5552976099,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_1894,2014 Ukrainian Presidential Election,"The voter turnout in the early presidential election in Ukraine was over 60 percent, said Mykhailo Okhendovskyi, the head of the Central Election Commission.","Voting data has already been obtained from 188 constituencies out of the total 189 where the voting took place, he said at a briefing on Monday.",,,,,,,"""Already one can say that the turnout was over 60 percent,"" Okhendovskyi said.","One district election commission does not have the opportunity to give information to the Elections system, the official said.","We can talk about the final results on voter turnout after the original protocols are obtained from all the polling stations, Okhendovskyi said","According to the data from the elections information analogue system shown on a screen at the CEC press center, the voter turnout was 60.29 percent according to the information from 188 constituencies, an Interfax correspondent said.","The highest turnout was in the Lviv (78.2 percent), Ternopil (76.63 percent) and Ivano-Frankivsk (73.95 percent) regions.","The lowest one was registered in the Donetsk (15.37 percent), Luhansk (38.94 percent) and Odesa (46.01 percent) regions.",,,Ukrainian presidential election turnout tops 60 percent - chief election official,2701794370,4/3/2020 10:05:11,false,,4/3/2020 09:58:57,false,feca,0.8,45303376,USA,WA,Seattle,207.188.176.201
5552999659,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_1894,2014 Ukrainian Presidential Election,"The voter turnout in the early presidential election in Ukraine was over 60 percent, said Mykhailo Okhendovskyi, the head of the Central Election Commission.","Voting data has already been obtained from 188 constituencies out of the total 189 where the voting took place, he said at a briefing on Monday.",,,,,,,"""Already one can say that the turnout was over 60 percent,"" Okhendovskyi said.","One district election commission does not have the opportunity to give information to the Elections system, the official said.","We can talk about the final results on voter turnout after the original protocols are obtained from all the polling stations, Okhendovskyi said","According to the data from the elections information analogue system shown on a screen at the CEC press center, the voter turnout was 60.29 percent according to the information from 188 constituencies, an Interfax correspondent said.","The highest turnout was in the Lviv (78.2 percent), Ternopil (76.63 percent) and Ivano-Frankivsk (73.95 percent) regions.","The lowest one was registered in the Donetsk (15.37 percent), Luhansk (38.94 percent) and Odesa (46.01 percent) regions.",,,Ukrainian presidential election turnout tops 60 percent - chief election official,2701794370,4/3/2020 11:00:52,false,,4/3/2020 10:59:46,false,feca,0.6667,45712421,USA,NY,New York,23.108.24.132
5546361353,1,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_2024,Euromaidan(Post),The warring parties should adhere to the Minsk agreements to put an end to violence.,"Russian Convoy Delivers Humanitarian Aid to Crisis-Hit Donbass The sides currently have a real chance for a peaceful resolution of the Ukrainian crisis on the basis of the Minsk agreements, Russian Foreign Minister Sergei Lavrov said Thursday.",,,,,,,"""Today there is a real chance of a peaceful settlement on the basis of the Minsk agreements,"" Lavrov said at a meeting of the World Coordination Council of Russian Compatriots .",He underscored the importance of complete and consistent implementation of the Minsk measures.,"""The key factor is to establish a direct, stable dialogue of the Ukrainian authorities with Donetsk and Lugansk.""","High Time to Resolve Ukrainian Crisis - Kazakh President Lavrov added that the Ukrainian crisis as well as ""the Western anti-Russia campaign including the illegitimate unilateral sanctions"" has been a test of strength for Russian compatriots abroad.","The conflict in Donbass erupted in April 2014, when Kiev authorities launched a military operation against local independence supporters who rejected the legitimacy of the new power.","On February 12, the conflict parties in Minsk agreed on a set of measures aimed at ending the hostilities.","However, clashes continue.",,Act Now: Lavrov Sees Real Chance to End Ukrainian Conflict Peacefully,2701794371,3/30/2020 12:15:13,false,,3/30/2020 12:14:45,false,neodev,0.2857,43888546,VEN,25,Caracas,190.74.89.58
5546362593,1,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_2024,Euromaidan(Post),The warring parties should adhere to the Minsk agreements to put an end to violence.,"Russian Convoy Delivers Humanitarian Aid to Crisis-Hit Donbass The sides currently have a real chance for a peaceful resolution of the Ukrainian crisis on the basis of the Minsk agreements, Russian Foreign Minister Sergei Lavrov said Thursday.",,,,,,,"""Today there is a real chance of a peaceful settlement on the basis of the Minsk agreements,"" Lavrov said at a meeting of the World Coordination Council of Russian Compatriots .",He underscored the importance of complete and consistent implementation of the Minsk measures.,"""The key factor is to establish a direct, stable dialogue of the Ukrainian authorities with Donetsk and Lugansk.""","High Time to Resolve Ukrainian Crisis - Kazakh President Lavrov added that the Ukrainian crisis as well as ""the Western anti-Russia campaign including the illegitimate unilateral sanctions"" has been a test of strength for Russian compatriots abroad.","The conflict in Donbass erupted in April 2014, when Kiev authorities launched a military operation against local independence supporters who rejected the legitimacy of the new power.","On February 12, the conflict parties in Minsk agreed on a set of measures aimed at ending the hostilities.","However, clashes continue.",,Act Now: Lavrov Sees Real Chance to End Ukrainian Conflict Peacefully,2701794371,3/30/2020 12:18:01,false,,3/30/2020 12:15:02,false,feca,0.4,45232736,VEN,13,Barquisimeto,200.84.184.183
5546364195,0,0,,,,,,,,,,,,,,,2,0,0,0,2,0,2,0,2,0,2,0,2,0,3,0,2,0,ukr_2024,Euromaidan(Post),The warring parties should adhere to the Minsk agreements to put an end to violence.,"Russian Convoy Delivers Humanitarian Aid to Crisis-Hit Donbass The sides currently have a real chance for a peaceful resolution of the Ukrainian crisis on the basis of the Minsk agreements, Russian Foreign Minister Sergei Lavrov said Thursday.",,,,,,,"""Today there is a real chance of a peaceful settlement on the basis of the Minsk agreements,"" Lavrov said at a meeting of the World Coordination Council of Russian Compatriots .",He underscored the importance of complete and consistent implementation of the Minsk measures.,"""The key factor is to establish a direct, stable dialogue of the Ukrainian authorities with Donetsk and Lugansk.""","High Time to Resolve Ukrainian Crisis - Kazakh President Lavrov added that the Ukrainian crisis as well as ""the Western anti-Russia campaign including the illegitimate unilateral sanctions"" has been a test of strength for Russian compatriots abroad.","The conflict in Donbass erupted in April 2014, when Kiev authorities launched a military operation against local independence supporters who rejected the legitimacy of the new power.","On February 12, the conflict parties in Minsk agreed on a set of measures aimed at ending the hostilities.","However, clashes continue.",,Act Now: Lavrov Sees Real Chance to End Ukrainian Conflict Peacefully,2701794371,3/30/2020 12:21:14,false,,3/30/2020 12:13:59,false,clixsense,0.5,45573244,UKR,24,Kovel,31.41.71.195
5552974295,1,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_2024,Euromaidan(Post),The warring parties should adhere to the Minsk agreements to put an end to violence.,"Russian Convoy Delivers Humanitarian Aid to Crisis-Hit Donbass The sides currently have a real chance for a peaceful resolution of the Ukrainian crisis on the basis of the Minsk agreements, Russian Foreign Minister Sergei Lavrov said Thursday.",,,,,,,"""Today there is a real chance of a peaceful settlement on the basis of the Minsk agreements,"" Lavrov said at a meeting of the World Coordination Council of Russian Compatriots .",He underscored the importance of complete and consistent implementation of the Minsk measures.,"""The key factor is to establish a direct, stable dialogue of the Ukrainian authorities with Donetsk and Lugansk.""","High Time to Resolve Ukrainian Crisis - Kazakh President Lavrov added that the Ukrainian crisis as well as ""the Western anti-Russia campaign including the illegitimate unilateral sanctions"" has been a test of strength for Russian compatriots abroad.","The conflict in Donbass erupted in April 2014, when Kiev authorities launched a military operation against local independence supporters who rejected the legitimacy of the new power.","On February 12, the conflict parties in Minsk agreed on a set of measures aimed at ending the hostilities.","However, clashes continue.",,Act Now: Lavrov Sees Real Chance to End Ukrainian Conflict Peacefully,2701794371,4/3/2020 10:02:06,false,,4/3/2020 09:59:17,false,feca,0.3333,45597432,USA,WA,Seattle,108.177.131.35
5552974304,1,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_2024,Euromaidan(Post),The warring parties should adhere to the Minsk agreements to put an end to violence.,"Russian Convoy Delivers Humanitarian Aid to Crisis-Hit Donbass The sides currently have a real chance for a peaceful resolution of the Ukrainian crisis on the basis of the Minsk agreements, Russian Foreign Minister Sergei Lavrov said Thursday.",,,,,,,"""Today there is a real chance of a peaceful settlement on the basis of the Minsk agreements,"" Lavrov said at a meeting of the World Coordination Council of Russian Compatriots .",He underscored the importance of complete and consistent implementation of the Minsk measures.,"""The key factor is to establish a direct, stable dialogue of the Ukrainian authorities with Donetsk and Lugansk.""","High Time to Resolve Ukrainian Crisis - Kazakh President Lavrov added that the Ukrainian crisis as well as ""the Western anti-Russia campaign including the illegitimate unilateral sanctions"" has been a test of strength for Russian compatriots abroad.","The conflict in Donbass erupted in April 2014, when Kiev authorities launched a military operation against local independence supporters who rejected the legitimacy of the new power.","On February 12, the conflict parties in Minsk agreed on a set of measures aimed at ending the hostilities.","However, clashes continue.",,Act Now: Lavrov Sees Real Chance to End Ukrainian Conflict Peacefully,2701794371,4/3/2020 10:02:06,false,,4/3/2020 09:58:59,false,feca,0.3333,45404154,USA,WA,Seattle,207.188.176.201
5546361350,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_876,Annexation of Crimea," VIENNA (Reuters) - Crimea's planned March 16 referendum on joining Russia is illegal in its current form and the OSCE will not send a mission to observe it, the Swiss head of Europe's security and democracy watchdog said on Monday.",Russia's RIA news agency said on Monday that Ukraine's Crimea region had invited the Organisation for Security and Cooperation in Europe (OSCE) to send a mission to observe Sunday's plebiscite,,,,,,,It said the invitation had been issued to the Vienna-based security and human rights organisation by the region's pro-Russian parliament.,"""In its current form the referendum … is in contradiction with the Ukrainian constitution and must be considered illegal,"" Swiss Foreign Minister Didier Burkhalter, whose country is the current chair of the Vienna-based OSCE, said in a statement.","""For any referendum regarding the degree of autonomy or sovereignty of the Crimea to be legitimate, it would need to be based on the Ukrainian constitution and would have to be in line with international law.""","He also ""ruled out the possibility of an OSCE observation of the planned referendum...as the basic criteria for a decision in a constitutional framework were not met,"" the statement added.",An OSCE spokeswoman said earlier that Crimea could not invite referendum observers as the region was not a full-fledged state and therefore not a member of the 57-member organisation.,"For the past week, OSCE military observers have been unable to enter Crimea, which has come under control of Russian forces since the fall of pro-Russian Ukrainian President Viktor Yanukovich to months of popular unrest.",,,"Crimea referendum illegal, no OSCE monitoring - Swiss",2701794372,3/30/2020 12:15:13,false,,3/30/2020 12:14:45,false,neodev,0.2857,43888546,VEN,25,Caracas,190.74.89.58
5546362594,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_876,Annexation of Crimea," VIENNA (Reuters) - Crimea's planned March 16 referendum on joining Russia is illegal in its current form and the OSCE will not send a mission to observe it, the Swiss head of Europe's security and democracy watchdog said on Monday.",Russia's RIA news agency said on Monday that Ukraine's Crimea region had invited the Organisation for Security and Cooperation in Europe (OSCE) to send a mission to observe Sunday's plebiscite,,,,,,,It said the invitation had been issued to the Vienna-based security and human rights organisation by the region's pro-Russian parliament.,"""In its current form the referendum … is in contradiction with the Ukrainian constitution and must be considered illegal,"" Swiss Foreign Minister Didier Burkhalter, whose country is the current chair of the Vienna-based OSCE, said in a statement.","""For any referendum regarding the degree of autonomy or sovereignty of the Crimea to be legitimate, it would need to be based on the Ukrainian constitution and would have to be in line with international law.""","He also ""ruled out the possibility of an OSCE observation of the planned referendum...as the basic criteria for a decision in a constitutional framework were not met,"" the statement added.",An OSCE spokeswoman said earlier that Crimea could not invite referendum observers as the region was not a full-fledged state and therefore not a member of the 57-member organisation.,"For the past week, OSCE military observers have been unable to enter Crimea, which has come under control of Russian forces since the fall of pro-Russian Ukrainian President Viktor Yanukovich to months of popular unrest.",,,"Crimea referendum illegal, no OSCE monitoring - Swiss",2701794372,3/30/2020 12:18:01,false,,3/30/2020 12:15:02,false,feca,0.4,45232736,VEN,13,Barquisimeto,200.84.184.183
5546364194,,,,,,,,,,,,,,,,,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,ukr_876,Annexation of Crimea," VIENNA (Reuters) - Crimea's planned March 16 referendum on joining Russia is illegal in its current form and the OSCE will not send a mission to observe it, the Swiss head of Europe's security and democracy watchdog said on Monday.",Russia's RIA news agency said on Monday that Ukraine's Crimea region had invited the Organisation for Security and Cooperation in Europe (OSCE) to send a mission to observe Sunday's plebiscite,,,,,,,It said the invitation had been issued to the Vienna-based security and human rights organisation by the region's pro-Russian parliament.,"""In its current form the referendum … is in contradiction with the Ukrainian constitution and must be considered illegal,"" Swiss Foreign Minister Didier Burkhalter, whose country is the current chair of the Vienna-based OSCE, said in a statement.","""For any referendum regarding the degree of autonomy or sovereignty of the Crimea to be legitimate, it would need to be based on the Ukrainian constitution and would have to be in line with international law.""","He also ""ruled out the possibility of an OSCE observation of the planned referendum...as the basic criteria for a decision in a constitutional framework were not met,"" the statement added.",An OSCE spokeswoman said earlier that Crimea could not invite referendum observers as the region was not a full-fledged state and therefore not a member of the 57-member organisation.,"For the past week, OSCE military observers have been unable to enter Crimea, which has come under control of Russian forces since the fall of pro-Russian Ukrainian President Viktor Yanukovich to months of popular unrest.",,,"Crimea referendum illegal, no OSCE monitoring - Swiss",2701794372,3/30/2020 12:21:14,false,,3/30/2020 12:13:59,false,clixsense,0.5,45573244,UKR,24,Kovel,31.41.71.195
5552974297,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_876,Annexation of Crimea," VIENNA (Reuters) - Crimea's planned March 16 referendum on joining Russia is illegal in its current form and the OSCE will not send a mission to observe it, the Swiss head of Europe's security and democracy watchdog said on Monday.",Russia's RIA news agency said on Monday that Ukraine's Crimea region had invited the Organisation for Security and Cooperation in Europe (OSCE) to send a mission to observe Sunday's plebiscite,,,,,,,It said the invitation had been issued to the Vienna-based security and human rights organisation by the region's pro-Russian parliament.,"""In its current form the referendum … is in contradiction with the Ukrainian constitution and must be considered illegal,"" Swiss Foreign Minister Didier Burkhalter, whose country is the current chair of the Vienna-based OSCE, said in a statement.","""For any referendum regarding the degree of autonomy or sovereignty of the Crimea to be legitimate, it would need to be based on the Ukrainian constitution and would have to be in line with international law.""","He also ""ruled out the possibility of an OSCE observation of the planned referendum...as the basic criteria for a decision in a constitutional framework were not met,"" the statement added.",An OSCE spokeswoman said earlier that Crimea could not invite referendum observers as the region was not a full-fledged state and therefore not a member of the 57-member organisation.,"For the past week, OSCE military observers have been unable to enter Crimea, which has come under control of Russian forces since the fall of pro-Russian Ukrainian President Viktor Yanukovich to months of popular unrest.",,,"Crimea referendum illegal, no OSCE monitoring - Swiss",2701794372,4/3/2020 10:02:06,false,,4/3/2020 09:59:17,false,feca,0.3333,45597432,USA,WA,Seattle,108.177.131.35
5552974301,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_876,Annexation of Crimea," VIENNA (Reuters) - Crimea's planned March 16 referendum on joining Russia is illegal in its current form and the OSCE will not send a mission to observe it, the Swiss head of Europe's security and democracy watchdog said on Monday.",Russia's RIA news agency said on Monday that Ukraine's Crimea region had invited the Organisation for Security and Cooperation in Europe (OSCE) to send a mission to observe Sunday's plebiscite,,,,,,,It said the invitation had been issued to the Vienna-based security and human rights organisation by the region's pro-Russian parliament.,"""In its current form the referendum … is in contradiction with the Ukrainian constitution and must be considered illegal,"" Swiss Foreign Minister Didier Burkhalter, whose country is the current chair of the Vienna-based OSCE, said in a statement.","""For any referendum regarding the degree of autonomy or sovereignty of the Crimea to be legitimate, it would need to be based on the Ukrainian constitution and would have to be in line with international law.""","He also ""ruled out the possibility of an OSCE observation of the planned referendum...as the basic criteria for a decision in a constitutional framework were not met,"" the statement added.",An OSCE spokeswoman said earlier that Crimea could not invite referendum observers as the region was not a full-fledged state and therefore not a member of the 57-member organisation.,"For the past week, OSCE military observers have been unable to enter Crimea, which has come under control of Russian forces since the fall of pro-Russian Ukrainian President Viktor Yanukovich to months of popular unrest.",,,"Crimea referendum illegal, no OSCE monitoring - Swiss",2701794372,4/3/2020 10:02:06,false,,4/3/2020 09:58:59,false,feca,0.3333,45404154,USA,WA,Seattle,207.188.176.201
5546361351,1,1,1,1,1,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_809,Annexation of Crimea,"The Russian Navy Ochakov Kara-class cruiser was sunk last night to block the Ukrainian Navy ships deployed in Novoozerne, the Ukrainian Ministry of Defence said in a press release today.",The information was confirmed by the Ukrainian military of the South Naval Base who were observing the operation.,It is the largest lake of Donuzlav Tarhankut group of lakes and the deepest lake in the Crimea and in Europe.,,,,,,The RF ships blocking the Ukrainian ships in Donuzlav lake in the Crimea left the zone at 23.30 p.m. (March 5).,"Then, the Russian military towed their ship Ochakov to the navigating channel and filled her with water.","Then, there was an explosion.","The depth in this area is 9-11 m, it is possible now to observe the upper part of the ship.","Therefore, the ships cannot leave the Donuzlav lake.","It is needed a lot of time and costs to refloat this ship, according to the Ukrainian Ministry of Defense","Ochakov was stationed in the Russian Black Sea Fleet as of 2011, however it has not been operational since the early 2000.","In 1961 the Donuzlav Lake was connected to the Black Sea by inlet, in fact turning the lake into the bay of the Black Sea.",Russia Sinks Ship to Block Ukrainian Navy Ships,2701794373,3/30/2020 12:15:13,false,,3/30/2020 12:14:45,false,neodev,0.2857,43888546,VEN,25,Caracas,190.74.89.58
5546362592,1,1,1,1,1,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_809,Annexation of Crimea,"The Russian Navy Ochakov Kara-class cruiser was sunk last night to block the Ukrainian Navy ships deployed in Novoozerne, the Ukrainian Ministry of Defence said in a press release today.",The information was confirmed by the Ukrainian military of the South Naval Base who were observing the operation.,It is the largest lake of Donuzlav Tarhankut group of lakes and the deepest lake in the Crimea and in Europe.,,,,,,The RF ships blocking the Ukrainian ships in Donuzlav lake in the Crimea left the zone at 23.30 p.m. (March 5).,"Then, the Russian military towed their ship Ochakov to the navigating channel and filled her with water.","Then, there was an explosion.","The depth in this area is 9-11 m, it is possible now to observe the upper part of the ship.","Therefore, the ships cannot leave the Donuzlav lake.","It is needed a lot of time and costs to refloat this ship, according to the Ukrainian Ministry of Defense","Ochakov was stationed in the Russian Black Sea Fleet as of 2011, however it has not been operational since the early 2000.","In 1961 the Donuzlav Lake was connected to the Black Sea by inlet, in fact turning the lake into the bay of the Black Sea.",Russia Sinks Ship to Block Ukrainian Navy Ships,2701794373,3/30/2020 12:18:01,false,,3/30/2020 12:15:02,false,feca,0.4,45232736,VEN,13,Barquisimeto,200.84.184.183
5546364193,3,0,3,0,0,0,,,,,,,,,,,3,0,3,0,3,0,3,0,3,0,0,0,0,0,3,0,3,0,ukr_809,Annexation of Crimea,"The Russian Navy Ochakov Kara-class cruiser was sunk last night to block the Ukrainian Navy ships deployed in Novoozerne, the Ukrainian Ministry of Defence said in a press release today.",The information was confirmed by the Ukrainian military of the South Naval Base who were observing the operation.,It is the largest lake of Donuzlav Tarhankut group of lakes and the deepest lake in the Crimea and in Europe.,,,,,,The RF ships blocking the Ukrainian ships in Donuzlav lake in the Crimea left the zone at 23.30 p.m. (March 5).,"Then, the Russian military towed their ship Ochakov to the navigating channel and filled her with water.","Then, there was an explosion.","The depth in this area is 9-11 m, it is possible now to observe the upper part of the ship.","Therefore, the ships cannot leave the Donuzlav lake.","It is needed a lot of time and costs to refloat this ship, according to the Ukrainian Ministry of Defense","Ochakov was stationed in the Russian Black Sea Fleet as of 2011, however it has not been operational since the early 2000.","In 1961 the Donuzlav Lake was connected to the Black Sea by inlet, in fact turning the lake into the bay of the Black Sea.",Russia Sinks Ship to Block Ukrainian Navy Ships,2701794373,3/30/2020 12:21:14,false,,3/30/2020 12:13:59,false,clixsense,0.5,45573244,UKR,24,Kovel,31.41.71.195
5552974293,1,1,1,1,1,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_809,Annexation of Crimea,"The Russian Navy Ochakov Kara-class cruiser was sunk last night to block the Ukrainian Navy ships deployed in Novoozerne, the Ukrainian Ministry of Defence said in a press release today.",The information was confirmed by the Ukrainian military of the South Naval Base who were observing the operation.,It is the largest lake of Donuzlav Tarhankut group of lakes and the deepest lake in the Crimea and in Europe.,,,,,,The RF ships blocking the Ukrainian ships in Donuzlav lake in the Crimea left the zone at 23.30 p.m. (March 5).,"Then, the Russian military towed their ship Ochakov to the navigating channel and filled her with water.","Then, there was an explosion.","The depth in this area is 9-11 m, it is possible now to observe the upper part of the ship.","Therefore, the ships cannot leave the Donuzlav lake.","It is needed a lot of time and costs to refloat this ship, according to the Ukrainian Ministry of Defense","Ochakov was stationed in the Russian Black Sea Fleet as of 2011, however it has not been operational since the early 2000.","In 1961 the Donuzlav Lake was connected to the Black Sea by inlet, in fact turning the lake into the bay of the Black Sea.",Russia Sinks Ship to Block Ukrainian Navy Ships,2701794373,4/3/2020 10:02:06,false,,4/3/2020 09:59:17,false,feca,0.3333,45597432,USA,WA,Seattle,108.177.131.35
5552974306,1,1,1,1,1,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_809,Annexation of Crimea,"The Russian Navy Ochakov Kara-class cruiser was sunk last night to block the Ukrainian Navy ships deployed in Novoozerne, the Ukrainian Ministry of Defence said in a press release today.",The information was confirmed by the Ukrainian military of the South Naval Base who were observing the operation.,It is the largest lake of Donuzlav Tarhankut group of lakes and the deepest lake in the Crimea and in Europe.,,,,,,The RF ships blocking the Ukrainian ships in Donuzlav lake in the Crimea left the zone at 23.30 p.m. (March 5).,"Then, the Russian military towed their ship Ochakov to the navigating channel and filled her with water.","Then, there was an explosion.","The depth in this area is 9-11 m, it is possible now to observe the upper part of the ship.","Therefore, the ships cannot leave the Donuzlav lake.","It is needed a lot of time and costs to refloat this ship, according to the Ukrainian Ministry of Defense","Ochakov was stationed in the Russian Black Sea Fleet as of 2011, however it has not been operational since the early 2000.","In 1961 the Donuzlav Lake was connected to the Black Sea by inlet, in fact turning the lake into the bay of the Black Sea.",Russia Sinks Ship to Block Ukrainian Navy Ships,2701794373,4/3/2020 10:02:06,false,,4/3/2020 09:58:59,false,feca,0.3333,45404154,USA,WA,Seattle,207.188.176.201
5546361522,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_576,Annexation of Crimea,"As the rest of Europe prepares to set their clocks one hour forward for summer tomorrow, residents of Crimea braced for a two hour jump into the timezone of their new masters in Moscow.","To seal Russia's takeover of the formerly Ukrainian peninsula, a symbolic ceremony will be held to move the clocks forward at the railway station in the main city of Simferopol.",The West and Ukraine have condemned Moscow's takeover of the peninsula but Russian strongman Vladimir Putin hailed it as historic justice.,He has said Soviet leader Nikita Khrushchev's decision to give Crimea to the republic of Soviet Ukraine in 1954 was a mistake.,,,,,"The Black Sea peninsula's prime minister Sergei Aksyonov will oversee the switch at 10pm (midnight Moscow, 2000 GMT).",Europeans and ordinary Crimeans make the daylight savings time switch at 2am tomorrow.,"""Getting ready for time travel,"" said local newspaper Krymskaya Gazeta (Crimean Newspaper), warning locals the time switch could trigger health problems such as sleep disorder, apathy, depression and possible changes to the endocrine system.","But a spokeswoman for the regional legislature, Lyudmila Mokhova, said that the setting of the clocks forward was no hassle.","""It is a little bit difficult,"" she said.","""But people are in high spirits and they are very happy."" Moscow in 2011 chose to stay on permanent Summer Time, which is four hours ahead of Greenwich Mean Time (GMT).",Earlier this month a majority of residents on the peninsula voted to break away from Ukraine and join Russia.,"The move came after Moscow sent troops to Crimea, claiming it needed to protect Russian speakers following a pro-European uprising in Kiev last month.",Crimea to set clocks to Russia time,2701794374,3/30/2020 12:15:30,false,,3/30/2020 12:15:15,false,feca,0.2857,45450745,VEN,25,Caracas,201.243.228.127
